Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Off_SE,Def_SE,RAPM_SE,Off_CI_lo,Off_CI_hi,Def_CI_lo,Def_CI_hi,RAPM_CI_lo,RAPM_CI_hi,Season
De'Andre Hunter,1629631,28.27,25-30,194,199,-2.202,-0.378,-1.824,-1.9,-1.756,-0.303,1.378,-1.681,5.103,5.101,7.221,-12.204,7.799,-10.375,9.619,-15.977,12.328,2024-25
JaVale McGee,201580,7.38,5-10,21,21,-4.6,-2.692,-1.908,-2.148,-1.409,-2.452,-1.283,-1.17,5.437,5.437,7.691,-15.257,6.057,-13.348,7.965,-16.982,13.166,2024-25
Thomas Bryant,1628418,13.5,10-15,55,52,-4.354,-2.415,-1.939,-2.203,-1.182,-2.151,-1.233,-0.919,5.314,5.323,7.522,-14.769,6.06,-12.848,8.018,-16.683,12.804,2024-25
Johnny Davis,1631098,10.18,10-15,109,111,-3.214,-1.249,-1.965,-2.203,-1.182,-1.011,-0.066,-0.944,5.187,5.183,7.329,-13.38,6.952,-11.407,8.91,-16.33,12.4,2024-25
Luka Samanic,1629677,9.4,5-10,112,114,-4.323,-2.346,-1.977,-2.148,-1.409,-2.175,-0.937,-1.238,5.18,5.178,7.324,-14.475,5.83,-12.495,7.804,-16.331,12.377,2024-25
Jared Rhoden,1631197,15.2,15-20,122,121,-5.816,-3.834,-1.983,-2.43,-2.099,-3.387,-1.734,-1.653,5.137,5.139,7.269,-15.884,4.251,-13.906,6.239,-16.23,12.264,2024-25
Hunter Tyson,1641816,6.49,5-10,6,5,-4.662,-2.674,-1.988,-2.148,-1.409,-2.515,-1.265,-1.25,5.5,5.504,7.781,-15.442,6.117,-13.462,8.115,-17.239,13.262,2024-25
Taj Gibson,201959,10.76,10-15,43,43,-5.661,-3.657,-2.003,-2.203,-1.182,-3.457,-2.475,-0.983,5.346,5.347,7.561,-16.139,4.818,-14.137,6.822,-16.824,12.817,2024-25
Spencer Dinwiddie,203915,27.67,25-30,113,111,-5.72,-3.712,-2.008,-1.9,-1.756,-3.821,-1.956,-1.865,5.099,5.104,7.22,-15.715,4.274,-13.717,6.293,-16.16,12.143,2024-25
Xavier Moon,1629875,8.52,5-10,139,138,-5.694,-3.663,-2.03,-2.148,-1.409,-3.546,-2.255,-1.291,5.181,5.183,7.327,-15.848,4.461,-13.822,6.495,-16.392,12.332,2024-25
Ibou Badji,1630641,10.26,10-15,22,22,-5.113,-3.038,-2.075,-2.203,-1.182,-2.91,-1.856,-1.054,5.435,5.435,7.688,-15.765,5.539,-13.691,7.614,-17.143,12.993,2024-25
Jock Landale,1629111,12.89,10-15,109,111,-4.34,-2.259,-2.08,-2.203,-1.182,-2.136,-1.077,-1.06,5.209,5.206,7.366,-14.549,5.87,-12.463,7.945,-16.518,12.357,2024-25
Buddy Boeheim,1631205,8.4,5-10,22,23,-3.624,-1.536,-2.088,-2.148,-1.409,-1.477,-0.127,-1.349,5.43,5.427,7.679,-14.268,7.019,-12.173,9.101,-17.138,12.962,2024-25
Troy Brown Jr.,1628972,14.01,10-15,80,81,-5.575,-3.483,-2.091,-2.203,-1.182,-3.371,-2.301,-1.07,5.218,5.215,7.38,-15.802,4.653,-13.706,6.739,-16.556,12.374,2024-25
Maxwell Lewis,1641721,6.94,5-10,5,5,-5.187,-3.09,-2.096,-2.148,-1.409,-3.039,-1.682,-1.358,5.505,5.505,7.785,-15.976,5.603,-13.88,7.699,-17.355,13.162,2024-25
Corey Kispert,1630557,26.02,25-30,161,159,-3.373,-1.275,-2.098,-1.9,-1.756,-1.473,0.481,-1.955,5.108,5.111,7.219,-13.385,6.64,-11.292,8.743,-16.248,12.051,2024-25
Dereck Lively II,1641726,23.37,20-25,37,39,-7.228,-5.006,-2.222,-2.154,-2.476,-5.074,-2.53,-2.544,5.373,5.367,7.594,-17.759,3.303,-15.526,5.513,-17.107,12.663,2024-25
DeAndre Jordan,201599,11.81,10-15,16,17,-4.598,-2.376,-2.222,-2.203,-1.182,-2.395,-1.194,-1.201,5.455,5.451,7.712,-15.291,6.094,-13.06,8.309,-17.338,12.893,2024-25
Caleb Houstan,1631216,13.7,10-15,11,11,-5.365,-3.105,-2.261,-2.203,-1.182,-3.162,-1.922,-1.24,5.479,5.479,7.749,-16.105,5.374,-13.844,7.635,-17.449,12.928,2024-25
Sasha Vezenkov,1628426,12.17,10-15,49,48,-6.242,-3.973,-2.269,-2.203,-1.182,-4.039,-2.79,-1.249,5.315,5.32,7.52,-16.66,4.176,-14.399,6.454,-17.008,12.469,2024-25
Ayo Dosunmu,1630245,29.56,25-30,169,166,-3.839,-1.523,-2.317,-1.9,-1.756,-1.94,0.234,-2.173,5.078,5.085,7.184,-13.792,6.114,-11.488,8.443,-16.398,11.764,2024-25
Aleksej Pokusevski,1630197,14.48,10-15,77,79,-5.436,-3.083,-2.353,-2.203,-1.182,-3.233,-1.901,-1.332,5.25,5.246,7.42,-15.726,4.854,-13.365,7.199,-16.897,12.191,2024-25
Sandro Mamukelashvili,1630572,10.58,10-15,117,119,-5.254,-2.853,-2.401,-2.203,-1.182,-3.051,-1.671,-1.38,5.143,5.14,7.27,-15.334,4.825,-12.927,7.221,-16.651,11.849,2024-25
Jacob Gilyard,1631367,17.03,15-20,61,62,-6.069,-3.613,-2.455,-2.43,-2.099,-3.639,-1.514,-2.125,5.305,5.302,7.501,-16.467,4.33,-14.006,6.78,-17.158,12.247,2024-25
Stephen Curry,201939,32.46,30-35,146,143,-5.187,-2.702,-2.485,-1.731,-2.124,-3.456,-0.579,-2.877,5.126,5.13,7.26,-15.233,4.859,-12.758,7.353,-16.715,11.745,2024-25
Chuma Okeke,1629643,11.22,10-15,9,8,-4.931,-2.444,-2.488,-2.203,-1.182,-2.728,-1.261,-1.467,5.488,5.492,7.764,-15.687,5.825,-13.207,8.32,-17.704,12.729,2024-25
Terquavion Smith,1631173,5.28,5-10,16,16,-4.787,-2.259,-2.528,-2.148,-1.409,-2.639,-0.85,-1.789,5.458,5.458,7.719,-15.484,5.911,-12.957,8.439,-17.657,12.601,2024-25
Brandon Boston Jr.,1630527,18.08,15-20,121,119,-7.117,-4.557,-2.56,-2.43,-2.099,-4.687,-2.458,-2.23,5.178,5.182,7.326,-17.266,3.032,-14.714,5.6,-16.92,11.8,2024-25
Khris Middleton,203114,25.33,25-30,108,110,-3.411,-0.826,-2.585,-1.9,-1.756,-1.511,0.93,-2.441,5.211,5.209,7.37,-13.624,6.803,-11.035,9.383,-17.03,11.86,2024-25
Cody Zeller,203469,7.44,5-10,11,10,-5.622,-2.956,-2.665,-2.148,-1.409,-3.474,-1.548,-1.926,5.474,5.479,7.745,-16.351,5.108,-13.695,7.783,-17.846,12.516,2024-25
Danilo Gallinari,201568,12.84,10-15,38,38,-6.459,-3.758,-2.701,-2.203,-1.182,-4.256,-2.575,-1.68,5.366,5.365,7.587,-16.976,4.058,-14.273,6.758,-17.573,12.17,2024-25
Skylar Mays,1630219,11.4,10-15,4,4,-5.114,-2.401,-2.713,-2.203,-1.182,-2.911,-1.219,-1.692,5.51,5.51,7.792,-15.913,5.685,-13.2,8.398,-17.985,12.559,2024-25
