Name,PLAYER_ID,Poss_Off,Poss_Def,Off,Def,RAPM,Season,Season_Type,Prior_Mode,lambda_off,lambda_def,lambda_meta,lambda_season,Off_SE,Def_SE,RAPM_SE,Off_CI_lo,Off_CI_hi,Def_CI_lo,Def_CI_hi,RAPM_CI_lo,RAPM_CI_hi
Dario Saric,203967,75,74,0.067,0.653,-0.586,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.882,2.662,-3.622,3.756,-3.036,4.343,-5.804,4.631
Juan Toscano-Anderson,1629308,10,13,-0.472,0.134,-0.606,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.897,1.896,2.682,-4.189,3.246,-3.582,3.85,-5.862,4.651
CJ McCollum,203468,936,931,0.05,0.66,-0.61,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.771,1.771,2.504,-3.421,3.52,-2.811,4.131,-5.518,4.298
Bojan Bogdanovic,202711,506,507,0.141,0.761,-0.62,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.814,1.814,2.565,-3.415,3.696,-2.795,4.317,-5.648,4.408
Spencer Dinwiddie,203915,1193,1203,-0.234,0.386,-0.62,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.719,1.718,2.426,-3.603,3.135,-2.981,3.753,-5.376,4.135
Jake LaRavia,1631222,141,143,-0.508,0.116,-0.624,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.87,1.87,2.645,-4.174,3.158,-3.549,3.781,-5.808,4.56
Santi Aldama,1630583,148,151,-0.354,0.274,-0.629,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.868,1.867,2.641,-4.016,3.307,-3.386,3.935,-5.806,4.548
Seth Curry,203552,417,411,-0.186,0.446,-0.632,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.822,1.823,2.578,-3.757,3.385,-3.126,4.019,-5.685,4.42
Victor Oladipo,203506,635,626,-0.935,-0.296,-0.639,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.781,1.783,2.521,-4.426,2.556,-3.79,3.198,-5.58,4.302
Javon Freeman-Liberty,1631241,70,70,-0.368,0.285,-0.652,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.884,1.884,2.664,-4.06,3.325,-3.408,3.977,-5.874,4.57
Maxi Kleber,1628467,799,803,-0.513,0.141,-0.654,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.773,1.773,2.508,-3.989,2.962,-3.334,3.616,-5.57,4.262
Cameron Payne,1626166,552,546,-0.878,-0.214,-0.664,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.795,1.795,2.539,-4.396,2.639,-3.733,3.305,-5.64,4.312
Keyonte George,1641718,97,97,-0.598,0.08,-0.678,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.878,1.878,2.656,-4.279,3.084,-3.602,3.762,-5.884,4.529
Mason Plumlee,203486,288,292,-0.229,0.451,-0.681,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.842,1.842,2.604,-3.84,3.381,-3.158,4.061,-5.785,4.424
Jordan Goodwin,1630692,128,132,-0.763,-0.077,-0.686,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.873,1.872,2.648,-4.434,2.907,-3.747,3.592,-5.876,4.504
Marcus Sasser,1631204,94,93,-0.635,0.052,-0.687,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.879,2.657,-4.318,3.048,-3.631,3.735,-5.895,4.521
Olivier-Maxence Prosper,1641765,79,82,-0.479,0.211,-0.69,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.881,2.661,-4.168,3.209,-3.477,3.898,-5.905,4.525
Patrick Baldwin Jr.,1631116,137,143,-0.146,0.555,-0.701,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.871,1.87,2.645,-3.814,3.522,-3.11,4.221,-5.886,4.484
Aleksej Pokusevski,1630197,59,61,-0.82,-0.113,-0.707,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.886,1.886,2.667,-4.517,2.876,-3.809,3.583,-5.935,4.52
Xavier Tillman,1630214,566,578,-1.015,-0.305,-0.709,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.802,1.801,2.548,-4.547,2.518,-3.835,3.224,-5.703,4.284
Eric Gordon,201569,370,375,-0.163,0.566,-0.729,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.835,1.834,2.593,-3.759,3.434,-3.028,4.161,-5.811,4.352
Nick Smith Jr.,1641733,90,93,-0.616,0.114,-0.73,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.879,2.658,-4.3,3.068,-3.569,3.797,-5.939,4.479
Devin Vassell,1630170,66,69,-0.638,0.102,-0.74,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.885,1.884,2.665,-4.332,3.056,-3.591,3.795,-5.964,4.483
Noah Clowney,1641730,121,123,-0.493,0.254,-0.747,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.874,1.873,2.65,-4.166,3.179,-3.418,3.925,-5.94,4.446
Jeremiah Robinson-Earl,1630526,14,13,-0.535,0.221,-0.756,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.896,2.681,-4.251,3.181,-3.495,3.938,-6.012,4.499
Terry Rozier,1626179,50,51,-0.344,0.428,-0.773,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.888,1.888,2.67,-4.045,3.357,-3.272,4.129,-6.006,4.461
Jaden Ivey,1631093,81,82,-0.386,0.393,-0.779,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.881,2.661,-4.074,3.302,-3.295,4.081,-5.994,4.437
Usman Garuba,1630586,12,11,-0.486,0.315,-0.802,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.897,2.682,-4.203,3.23,-3.402,4.033,-6.059,4.455
Tristan Thompson,202684,91,99,-0.556,0.251,-0.807,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.877,2.655,-4.238,3.126,-3.428,3.929,-6.011,4.398
Troy Brown Jr.,1628972,260,273,-0.429,0.391,-0.82,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.845,1.842,2.607,-4.045,3.186,-3.22,4.001,-5.93,4.289
Dejounte Murray,1627749,581,596,0.591,1.419,-0.828,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.799,1.797,2.542,-2.935,4.117,-2.102,4.941,-5.811,4.154
Tony Snell,203503,8,9,-0.543,0.289,-0.832,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.897,1.897,2.683,-4.262,3.175,-3.429,4.007,-6.091,4.426
Andre Jackson Jr.,1641748,14,15,-0.169,0.687,-0.855,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.896,2.681,-3.884,3.547,-3.029,4.402,-6.11,4.399
Austin Rivers,203085,228,232,-0.558,0.303,-0.861,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.852,1.851,2.618,-4.187,3.071,-3.325,3.93,-5.992,4.271
Saddiq Bey,1630180,251,257,0.606,1.472,-0.866,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.851,1.85,2.617,-3.022,4.235,-2.154,5.099,-5.996,4.263
Jabari Walker,1631133,28,27,-0.449,0.42,-0.869,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.893,1.893,2.677,-4.159,3.261,-3.291,4.13,-6.115,4.378
Pat Connaughton,1626192,771,778,-0.986,-0.116,-0.87,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.771,1.77,2.504,-4.456,2.485,-3.584,3.353,-5.778,4.038
Marcus Morris Sr.,202694,322,326,-0.107,0.798,-0.905,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.835,1.834,2.595,-3.704,3.49,-2.797,4.394,-5.992,4.181
Brandon Boston Jr.,1630527,119,118,-1.262,-0.353,-0.909,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.874,1.874,2.651,-4.936,2.411,-4.027,3.321,-6.105,4.286
Ayo Dosunmu,1630245,259,261,-1.057,-0.146,-0.911,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.848,1.847,2.613,-4.678,2.565,-3.766,3.475,-6.032,4.21
Brook Lopez,201572,1025,1036,-1.209,-0.293,-0.916,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.749,1.748,2.475,-4.637,2.22,-3.719,3.134,-5.766,3.934
P.J. Washington,1629023,111,117,-0.588,0.327,-0.916,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.875,1.873,2.65,-4.263,3.086,-3.344,3.999,-6.111,4.279
Timmy Allen,1641851,88,88,-0.593,0.334,-0.927,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.88,2.659,-4.278,3.092,-3.35,4.019,-6.138,4.284
Emoni Bates,1641734,58,58,-0.472,0.458,-0.929,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.886,1.886,2.668,-4.169,3.226,-3.24,4.155,-6.158,4.299
Blake Wesley,1631104,70,70,-0.602,0.33,-0.932,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.884,1.884,2.664,-4.294,3.09,-3.362,4.022,-6.153,4.289
Cameron Johnson,1629661,838,833,-0.58,0.353,-0.933,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.763,1.764,2.491,-4.036,2.875,-3.104,3.81,-5.816,3.95
Trendon Watford,1630570,130,132,-0.519,0.423,-0.942,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.872,1.872,2.648,-4.189,3.151,-3.246,4.092,-6.131,4.247
Jacob Gilyard,1631367,36,39,-0.369,0.575,-0.944,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.891,1.89,2.674,-4.075,3.337,-3.13,4.28,-6.185,4.296
Justin Minaya,1631303,87,92,-0.777,0.168,-0.945,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.879,2.659,-4.462,2.909,-3.515,3.852,-6.156,4.266
Lonnie Walker IV,1629022,406,424,-0.209,0.749,-0.958,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.818,1.815,2.569,-3.773,3.355,-2.808,4.307,-5.994,4.077
Facundo Campazzo,1630267,13,15,-0.772,0.199,-0.971,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.896,2.681,-4.489,2.944,-3.517,3.914,-6.226,4.284
Amir Coffey,1629599,173,172,-0.336,0.649,-0.985,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.863,1.863,2.634,-3.987,3.316,-3.002,4.301,-6.149,4.179
Norman Powell,1626181,502,500,-0.331,0.655,-0.987,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.811,1.812,2.562,-3.881,3.218,-2.896,4.207,-6.008,4.034
Trae Young,1629027,1084,1093,0.331,1.32,-0.989,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.747,1.746,2.473,-3.094,3.756,-2.102,4.743,-5.836,3.858
Ziaire Williams,1630533,297,301,-0.333,0.659,-0.992,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.839,1.839,2.601,-3.939,3.272,-2.945,4.263,-6.09,4.105
Corey Kispert,1630557,150,150,0.071,1.081,-1.01,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.869,1.869,2.643,-3.592,3.734,-2.582,4.744,-6.19,4.17
David Roddy,1631223,121,120,-0.822,0.2,-1.022,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.873,1.873,2.649,-4.493,2.849,-3.472,3.872,-6.214,4.17
JaMychal Green,203210,208,213,-0.625,0.399,-1.024,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.855,1.854,2.623,-4.261,3.011,-3.235,4.034,-6.165,4.116
Jeff Green,201145,893,892,-0.442,0.597,-1.039,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.749,1.75,2.475,-3.871,2.987,-2.833,4.027,-5.889,3.811
Drew Eubanks,1629234,70,70,-0.698,0.343,-1.042,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.884,1.884,2.664,-4.39,2.994,-3.349,4.035,-6.263,4.18
John Collins,1628381,497,500,-0.859,0.195,-1.053,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.813,1.813,2.565,-4.413,2.696,-3.359,3.748,-6.082,3.975
Eugene Omoruyi,1630647,52,54,-0.107,0.947,-1.054,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.887,2.669,-3.806,3.593,-2.752,4.645,-6.285,4.177
Cam Thomas,1630560,143,144,-0.239,0.864,-1.102,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.869,1.869,2.643,-3.902,3.425,-2.799,4.527,-6.283,4.078
Patrick Williams,1630172,332,341,-0.842,0.269,-1.111,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.839,1.838,2.6,-4.446,2.763,-3.333,3.871,-6.207,3.985
Nikola Vucevic,202696,634,637,-0.838,0.28,-1.119,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.801,1.8,2.547,-4.368,2.691,-3.248,3.809,-6.111,3.873
Rajon Rondo,200765,80,86,-1.034,0.096,-1.13,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.881,1.88,2.66,-4.722,2.654,-3.589,3.781,-6.344,4.083
Scoot Henderson,1630703,66,67,-0.485,0.668,-1.153,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.885,1.885,2.665,-4.179,3.21,-3.026,4.362,-6.377,4.071
RJ Barrett,1629628,751,758,-0.822,0.348,-1.17,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.784,1.783,2.521,-4.319,2.675,-3.147,3.844,-6.112,3.771
Brandon Williams,1630314,54,58,-0.647,0.531,-1.178,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.886,2.668,-4.345,3.052,-3.166,4.228,-6.407,4.052
Bryce McGowens,1631121,69,72,-0.664,0.516,-1.18,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.884,1.883,2.664,-4.356,3.029,-3.175,4.208,-6.401,4.041
Malik Beasley,1627736,482,481,-0.762,0.43,-1.193,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.806,1.807,2.555,-4.303,2.778,-3.111,3.971,-6.2,3.815
Zavier Simpson,1630285,61,60,-0.693,0.508,-1.201,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.885,1.886,2.667,-4.389,3.002,-3.188,4.204,-6.427,4.026
Gradey Dick,1641711,102,107,-0.759,0.446,-1.204,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.877,1.877,2.654,-4.438,2.921,-3.232,4.124,-6.407,3.999
Brice Sensabaugh,1641729,104,104,-0.416,0.805,-1.22,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.877,1.877,2.654,-4.094,3.262,-2.874,4.483,-6.422,3.981
Torrey Craig,1628470,551,557,-0.006,1.222,-1.229,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.799,1.798,2.543,-3.532,3.52,-2.301,4.746,-6.213,3.756
Bruno Fernando,1628981,105,111,-0.907,0.328,-1.235,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.876,1.875,2.652,-4.584,2.77,-3.346,4.003,-6.434,3.964
Terrence Ross,203082,111,111,-0.401,0.846,-1.248,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.875,1.875,2.652,-4.076,3.273,-2.829,4.521,-6.445,3.949
Keon Johnson,1630553,0,1,-0.414,0.843,-1.257,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.899,1.899,2.686,-4.136,3.308,-2.879,4.565,-6.521,4.007
Royce O'Neale,1626220,684,691,-0.942,0.328,-1.27,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.78,1.78,2.514,-4.431,2.548,-3.16,3.816,-6.197,3.657
Brandon Miller,1641706,23,24,-0.682,0.593,-1.275,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.894,1.894,2.678,-4.394,3.03,-3.119,4.304,-6.524,3.974
Jaden Hardy,1630702,78,79,-0.754,0.545,-1.299,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.882,2.662,-4.443,2.935,-3.143,4.234,-6.516,3.918
Jonas Valanciunas,202685,639,640,0.028,1.336,-1.309,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.8,1.8,2.545,-3.5,3.555,-2.191,4.864,-6.297,3.68
Damian Jones,1627745,24,24,-1.072,0.262,-1.334,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.894,1.894,2.678,-4.784,2.639,-3.45,3.973,-6.583,3.915
Jordan Nwora,1629670,16,17,-0.469,0.887,-1.355,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.895,1.895,2.68,-4.184,3.246,-2.828,4.601,-6.609,3.898
Gary Trent Jr.,1629018,459,452,-0.216,1.151,-1.366,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.819,1.82,2.573,-3.781,3.349,-2.416,4.717,-6.41,3.678
De'Andre Hunter,1629631,978,999,0.337,1.718,-1.382,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.76,1.758,2.49,-3.113,3.786,-1.727,5.164,-6.261,3.498
James Wiseman,1630164,106,108,-0.803,0.591,-1.394,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.877,1.876,2.654,-4.481,2.875,-3.086,4.269,-6.595,3.807
Donte DiVincenzo,1628978,633,629,-0.631,0.783,-1.415,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.782,1.782,2.519,-4.123,2.86,-2.71,4.276,-6.353,3.523
Malachi Flynn,1630201,91,92,-0.795,0.639,-1.434,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.878,2.657,-4.477,2.887,-3.043,4.321,-6.641,3.773
Darius Bazley,1629647,61,63,-1.053,0.382,-1.435,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.886,1.885,2.666,-4.749,2.643,-3.313,4.077,-6.661,3.791
Will Barton,203115,327,327,-0.795,0.661,-1.456,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.841,1.841,2.603,-4.403,2.813,-2.947,4.269,-6.558,3.647
Kira Lewis Jr.,1630184,65,66,-1.102,0.368,-1.47,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.885,1.885,2.665,-4.796,2.592,-3.326,4.061,-6.694,3.754
Johnny Davis,1631098,93,99,-0.792,0.727,-1.52,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.878,2.657,-4.476,2.891,-2.954,4.409,-6.727,3.688
DeAndre Jordan,201599,90,90,-1.05,0.59,-1.641,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.879,2.657,-4.733,2.632,-3.092,4.273,-6.849,3.567
Garrett Temple,202066,22,23,-1.098,0.552,-1.65,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.894,1.894,2.678,-4.811,2.614,-3.16,4.264,-6.9,3.6
Dalano Banton,1630625,108,111,-1.189,0.512,-1.7,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.876,1.876,2.653,-4.866,2.489,-3.164,4.188,-6.9,3.499
Jonathan Kuminga,1630228,306,311,-0.812,1.037,-1.849,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.835,1.834,2.594,-4.408,2.784,-2.558,4.631,-6.933,3.235
