draw,challenger_minus_control_rmse
300,-8.966247292707674e-05
301,-0.0007117668959875312
302,-8.905698151548958e-05
303,0.00017001070147262264
304,-0.0008881761310218561
305,0.00045409848424959876
306,-0.00020864681209058488
307,3.4395549306265315e-05
308,0.0004231957218816973
309,0.000218109786367493
310,-0.00038458167534867195
311,8.072455420904401e-05
312,0.0007544752074829964
313,0.0013427238319984492
314,0.000790087931932626
315,-0.0002492338888810064
316,0.0002216641880524506
317,-0.00014561944042681407
318,4.4885410360628875e-05
319,0.0006044786198823981
320,8.912539420142806e-05
321,-0.0009158033112498298
322,-0.00041713524780107036
323,-0.0002477260541163151
324,-0.00023908171196220795
325,0.0006849010962036495
326,0.0003508505211410995
327,0.0011154168932307807
328,0.0011038053102101707
329,0.00010479257569044887
330,-0.0002912591162241629
331,-0.00037132352661746194
332,0.0004041783285276157
333,0.0005562280795225804
334,0.0014235108525819217
335,0.0007349424187873099
336,-0.0006152639998981746
337,0.0013338788766911636
338,-0.0004984260289408349
339,-0.00017018085031799134
340,0.0014769794145157889
341,0.0002671506502297305
342,0.0012720178270860583
343,0.0003552273036831588
344,0.0007330203509812617
345,0.00013192363908491876
346,0.00013646786470355998
347,0.001516541107975522
348,-0.000542959460989989
349,-0.0002408747475424189
350,-0.0004463961850514009
351,-0.000818064850394129
352,0.001306236253420856
353,0.0011083540350586897
354,-0.0006717626521514974
355,0.0014855914351081356
356,0.0006452559728932661
357,0.00022179418229719693
358,0.0006034889962248213
359,0.0002390857668084445
360,0.0001794943834567908
361,0.001094529732893945
362,1.0779090200374598e-05
363,0.0009399992094121012
364,-0.0001857472900659296
365,0.0010411587520401167
366,0.00036101764887077616
367,-0.00019763888828283616
368,-0.000570249635072817
369,-0.0005655840359976239
370,-0.0002894432899579913
371,0.0002512725183708042
372,0.0003134765462111222
373,0.00012895228776979017
374,0.0004286543343472671
375,-0.0005455837673231878
376,-0.00013640366751639378
377,0.00012880847404213026
378,0.0004943062418451882
379,-0.00023152848184420093
380,0.000836737634953355
381,0.0003894803538913694
382,-0.0003167849993868543
383,0.0002632202334594158
384,-0.00044058491692962055
385,-0.00016222995081676127
386,0.0006223388263486118
387,-0.000638131688481458
388,0.00024887136370557175
389,-0.0003610386338576355
