Name,Season,Offensive Prior RAPM,Defensive Prior RAPM,Offensive Raw RAPM,Defensive Raw RAPM,Offensive Final RAPM,Defensive Final RAPM,RAPM
Tyler Cavanaugh,2019,0.0,0.0,-0.48,0.23,-0.44,0.2,-0.64
Precious Achiuwa,2023,-0.08,-0.34,0.46,1.24,0.47,1.11,-0.65
Deyonta Davis,2018,-0.47,0.16,-0.13,0.88,-0.02,0.62,-0.65
Thanasis Antetokounmpo,2020,-0.15,0.2,-0.33,0.03,-0.31,0.34,-0.65
James Young,2018,0.0,0.0,-0.35,0.27,-0.33,0.32,-0.65
Timothe Luwawu-Cabarrot,2021,0.18,0.75,0.41,1.0,0.8,1.45,-0.65
Elie Okobo,2020,0.85,0.9,-0.71,0.2,0.21,0.86,-0.65
Bismack Biyombo,2024,-1.58,-0.6,0.29,0.17,-0.76,-0.11,-0.65
E'Twaun Moore,2019,0.65,1.38,0.62,0.78,1.09,1.74,-0.65
Darrell Arthur,2018,0.0,0.0,-0.4,0.29,-0.38,0.27,-0.65
Taurean Prince,2018,1.15,-0.22,-0.34,1.58,0.78,1.43,-0.65
Amir Johnson,2019,-0.61,-0.67,-0.3,0.7,-0.55,0.1,-0.65
Quinn Cook,2017,0.0,0.0,0.34,1.19,0.47,1.12,-0.65
Derrick Walton Jr.,2018,0.0,0.0,-0.49,0.25,-0.37,0.29,-0.65
Bones Hyland,2024,0.93,0.94,-1.42,-0.42,-0.23,0.42,-0.65
Zylan Cheatham,2020,0.0,0.0,-0.28,0.43,-0.23,0.42,-0.65
Wes Iwundu,2018,0.24,-0.06,-1.42,-0.61,-1.05,-0.4,-0.65
Omari Spellman,2020,0.75,0.16,-1.0,0.17,-0.25,0.41,-0.66
Chimezie Metu,2024,-0.15,0.04,-0.87,-0.02,-0.63,0.03,-0.66
Lamar Stevens,2023,0.22,-0.0,-0.34,0.4,-0.07,0.59,-0.66
Thomas Bryant,2018,0.45,1.06,-0.07,0.05,0.43,1.08,-0.66
Max Christie,2024,-0.41,0.85,-0.94,-0.88,-0.74,-0.08,-0.66
Santi Aldama,2023,0.26,0.79,0.12,0.26,0.32,0.98,-0.66
Troy Williams,2019,0.29,-0.08,-0.95,0.23,-0.51,0.15,-0.66
Bruno Fernando,2021,0.0,0.0,-0.83,-0.12,-0.74,-0.08,-0.66
Kelan Martin,2022,-0.13,-0.01,-0.89,-0.13,-0.84,-0.18,-0.66
Wendell Carter Jr.,2021,-0.6,-1.28,-1.19,0.57,-1.31,-0.65,-0.66
Furkan Korkmaz,2018,0.0,0.0,-0.18,0.5,-0.13,0.54,-0.67
Mirza Teletovic,2018,0.0,0.0,-0.5,0.2,-0.43,0.23,-0.67
Norvel Pelle,2022,0.0,0.0,-0.58,0.1,-0.59,0.08,-0.67
Eric Bledsoe,2021,0.87,0.16,0.63,1.86,1.15,1.82,-0.67
Sheldon Mac,2017,0.0,0.0,-1.21,-0.31,-1.04,-0.37,-0.67
Marco Belinelli,2019,0.93,0.89,-0.04,0.59,0.6,1.27,-0.67
Eric Paschall,2021,0.38,-0.21,-1.06,0.48,-0.44,0.23,-0.68
Tomas Satoransky,2022,0.44,-0.37,-1.28,0.36,-0.75,-0.08,-0.68
Justin Champagnie,2024,0.0,0.0,-0.51,0.35,-0.28,0.4,-0.68
Max Strus,2021,0.0,0.0,-0.05,0.64,0.1,0.78,-0.68
Daniel Ochefu,2017,0.0,0.0,-0.34,0.39,-0.31,0.38,-0.68
Danuel House Jr.,2023,0.0,0.0,0.21,0.92,0.4,1.09,-0.68
C.J. Watson,2017,0.0,0.0,-1.25,-0.05,-0.78,-0.1,-0.68
Chris Duarte,2023,0.8,0.59,-0.5,0.7,0.47,1.16,-0.69
Jeff Green,2020,0.54,0.23,-0.81,0.74,-0.08,0.6,-0.69
Yves Pons,2022,0.0,0.0,-0.77,-0.06,-0.72,-0.03,-0.69
Lindell Wigginton,2022,0.5,0.33,-0.01,1.0,0.56,1.25,-0.69
John Wall,2019,1.11,0.06,-1.51,0.09,-0.5,0.19,-0.69
Wenyen Gabriel,2022,-0.68,1.11,1.36,0.67,0.9,1.59,-0.7
John Holland,2018,0.0,0.0,-0.18,0.55,-0.14,0.56,-0.7
Theo Pinson,2022,0.0,0.0,-0.85,-0.02,-0.71,-0.02,-0.7
Thomas Bryant,2020,0.79,0.57,-0.12,1.15,0.35,1.05,-0.7
Kay Felder,2018,0.41,0.79,-0.72,-0.22,-0.21,0.49,-0.7
Reggie Jackson,2017,1.66,0.16,-0.83,1.5,0.82,1.52,-0.7
Anzejs Pasecniks,2020,-1.05,0.24,0.53,0.27,-0.26,0.45,-0.7
James Bouknight,2023,0.37,0.7,-1.23,-0.42,-0.44,0.27,-0.71
Blake Griffin,2022,0.47,-0.79,-1.13,0.8,-0.58,0.12,-0.71
Taylor Hendricks,2024,0.14,0.28,-0.93,0.08,-0.51,0.2,-0.71
Lance Thomas,2018,0.15,-0.19,-1.54,-0.05,-1.06,-0.35,-0.71
Skylar Mays,2023,0.0,0.0,-0.11,0.96,0.18,0.89,-0.71
Gary Clark,2021,0.0,0.0,-0.51,0.55,-0.23,0.48,-0.71
Marvin Bagley III,2019,0.6,0.47,0.03,1.27,0.65,1.36,-0.71
Damyean Dotson,2021,0.76,0.34,-2.05,-0.77,-1.05,-0.34,-0.71
Micah Potter,2022,0.0,0.0,-0.68,0.07,-0.65,0.06,-0.71
Nate Darling,2021,0.0,0.0,-0.49,0.23,-0.46,0.25,-0.71
Kyle Wiltjer,2017,0.0,0.0,-0.54,0.22,-0.5,0.22,-0.72
Ian Mahinmi,2020,-1.08,-0.34,0.03,0.37,-0.89,-0.17,-0.72
JaVale McGee,2019,0.65,0.15,-0.01,1.2,0.43,1.14,-0.72
Glenn Robinson III,2019,0.31,1.09,-1.42,-1.12,-1.06,-0.34,-0.72
Thomas Bryant,2022,-0.38,-0.51,-1.06,-0.02,-1.25,-0.53,-0.72
Noah Vonleh,2018,0.23,0.22,-1.01,-0.23,-0.8,-0.08,-0.72
Gary Trent Jr.,2023,1.63,0.71,-1.03,0.37,0.19,0.91,-0.72
Jarell Martin,2017,-0.48,-0.23,-1.89,-1.19,-2.12,-1.4,-0.72
Kris Dunn,2018,1.05,0.99,-0.53,1.23,0.67,1.39,-0.72
Cheick Diallo,2020,0.0,0.0,-0.7,0.11,-0.6,0.12,-0.72
Carmelo Anthony,2020,0.04,0.87,0.65,0.82,0.62,1.34,-0.72
D.J. Wilson,2018,0.0,0.0,-0.58,0.23,-0.51,0.21,-0.73
Ayo Dosunmu,2023,-0.2,0.09,-1.86,-1.02,-1.74,-1.01,-0.73
Daishen Nix,2023,0.3,0.33,-0.85,0.02,-0.29,0.44,-0.73
Chandler Parsons,2020,0.0,0.0,-0.48,0.33,-0.41,0.32,-0.73
D'Moi Hodge,2024,0.0,0.0,-0.34,0.45,-0.25,0.48,-0.73
Jarred Vanderbilt,2020,0.0,0.0,-0.47,0.29,-0.45,0.28,-0.73
Jonathon Simmons,2019,0.07,-0.76,-1.3,0.45,-0.79,-0.06,-0.73
Taj Gibson,2019,0.59,0.94,0.09,0.77,0.61,1.35,-0.74
Kyle O'Quinn,2019,-0.58,-0.1,0.0,0.44,-0.42,0.31,-0.74
Timmy Allen,2024,0.0,0.0,-0.87,-0.07,-0.76,-0.02,-0.74
Chris Silva,2022,0.0,0.0,-0.2,0.57,-0.18,0.56,-0.74
KJ Martin,2024,0.22,0.94,-0.47,-0.1,0.04,0.78,-0.74
Neemias Queta,2023,0.0,0.0,-0.5,0.21,-0.52,0.22,-0.74
Anthony Tolliver,2019,0.21,0.69,-1.08,-0.43,-0.57,0.18,-0.74
Tony Snell,2017,0.33,0.18,0.08,0.93,0.44,1.18,-0.74
Bennedict Mathurin,2023,0.32,0.69,-0.18,0.88,0.46,1.2,-0.74
Alex Len,2022,-1.15,-0.72,-0.88,-0.37,-1.83,-1.09,-0.74
Treveon Graham,2020,-0.14,-0.55,-0.99,0.4,-0.92,-0.17,-0.75
Cedi Osman,2020,0.11,0.45,-0.44,0.89,-0.12,0.63,-0.75
Javonte Smart,2022,0.0,0.0,-0.79,0.17,-0.63,0.12,-0.75
John Jenkins,2019,0.0,0.0,-0.8,-0.07,-0.74,0.01,-0.75
Thon Maker,2019,-0.36,-0.36,-1.46,-0.46,-1.57,-0.82,-0.75
Trent Forrest,2023,0.29,-0.07,-0.85,0.31,-0.45,0.3,-0.75
Cason Wallace,2024,0.0,0.0,-0.56,-0.12,-0.4,0.35,-0.75
Allonzo Trier,2020,0.0,0.0,-0.73,0.19,-0.63,0.13,-0.76
Moses Brown,2020,0.0,0.0,-0.19,0.58,-0.17,0.59,-0.76
Terry Rozier,2024,1.74,1.35,-0.09,1.5,1.38,2.14,-0.76
Kendall Brown,2024,0.0,0.0,-0.84,-0.09,-0.79,-0.03,-0.76
Dillon Brooks,2024,0.28,1.38,-0.02,-0.01,0.28,1.04,-0.76
Nickeil Alexander-Walker,2022,1.1,0.94,-0.95,0.31,0.16,0.93,-0.76
Goran Dragic,2023,0.0,0.0,0.07,0.85,0.49,1.26,-0.77
Terry Rozier,2019,0.9,-0.34,-2.32,-0.16,-1.08,-0.31,-0.77
Trey Lyles,2022,0.49,0.71,-0.17,1.03,0.52,1.29,-0.77
Treveon Graham,2018,0.13,-0.06,-0.72,0.66,-0.31,0.46,-0.77
Jerami Grant,2024,1.6,1.04,-0.95,0.97,0.54,1.31,-0.77
Jose Calderon,2017,0.03,0.14,-1.42,-0.3,-1.04,-0.27,-0.77
Hollis Thompson,2017,-0.01,0.08,-0.87,-0.22,-0.81,-0.03,-0.77
Georgios Papagiannis,2017,-0.93,-0.1,0.03,0.3,-0.69,0.09,-0.77
Will Barton,2019,0.66,0.59,-0.3,0.46,0.23,1.0,-0.77
Reggie Bullock Jr.,2019,0.0,0.0,-0.14,0.9,0.02,0.8,-0.77
Joe Young,2018,0.49,0.21,-0.96,0.48,-0.19,0.59,-0.78
Austin Reaves,2024,1.64,1.11,-0.2,1.08,1.06,1.84,-0.78
Ivan Rabb,2019,0.86,0.97,-0.13,0.74,0.73,1.51,-0.78
Spencer Dinwiddie,2019,1.44,1.03,-0.37,1.13,0.93,1.71,-0.78
Jeremy Lamb,2017,0.32,1.13,0.56,1.29,1.14,1.93,-0.78
Jae'Sean Tate,2022,0.25,-0.15,-1.43,0.48,-0.77,0.02,-0.78
James Ennis III,2020,-0.44,0.7,0.76,1.26,0.81,1.59,-0.78
Robert Williams III,2019,0.0,0.0,-0.98,-0.09,-0.86,-0.07,-0.78
Kelly Oubre Jr.,2023,1.14,0.17,-1.18,0.79,0.13,0.92,-0.78
Jarrett Culver,2022,0.25,0.61,-0.56,-0.04,-0.16,0.62,-0.78
Alize Johnson,2022,0.0,0.0,-0.21,0.56,-0.16,0.62,-0.79
Mason Jones,2021,0.0,0.0,-1.05,0.01,-0.74,0.05,-0.79
Saben Lee,2023,0.0,0.0,-1.5,-0.46,-1.16,-0.38,-0.79
Ian Mahinmi,2019,-0.31,0.05,-1.3,-0.75,-1.47,-0.68,-0.79
Nerlens Noel,2018,-0.18,-0.66,-1.65,-0.24,-1.7,-0.91,-0.79
Jamaree Bouyea,2024,0.0,0.0,-0.96,-0.13,-0.86,-0.08,-0.79
Cassius Winston,2021,0.0,0.0,-0.38,0.54,-0.26,0.53,-0.79
Dragan Bender,2019,-0.82,-0.73,-0.74,0.23,-1.18,-0.39,-0.79
Sharife Cooper,2022,0.0,0.0,-0.77,0.03,-0.73,0.06,-0.79
Ian Clark,2017,0.9,0.55,-0.62,0.39,0.25,1.05,-0.79
James Young,2017,0.6,0.74,-0.53,0.19,0.08,0.87,-0.79
Tyler Cook,2022,0.0,0.0,-0.43,0.49,-0.38,0.42,-0.8
Miles Plumlee,2017,-0.84,-0.87,-0.88,0.15,-1.41,-0.61,-0.8
Bruno Fernando,2020,-0.41,0.75,-1.12,-0.77,-1.21,-0.41,-0.8
Shelvin Mack,2017,0.25,0.25,-0.61,0.51,-0.19,0.61,-0.8
Dakota Mathias,2021,0.0,0.0,-0.68,0.13,-0.61,0.19,-0.8
Chris Chiozza,2022,0.0,0.0,-0.99,0.09,-0.72,0.08,-0.8
Andre Roberson,2020,-0.44,0.46,-0.59,-0.56,-0.91,-0.11,-0.8
Jeremiah Robinson-Earl,2022,0.11,-0.36,-1.29,0.19,-0.98,-0.18,-0.8
Justin Patton,2021,0.0,0.0,-0.69,0.33,-0.55,0.26,-0.81
Luke Kornet,2020,0.47,0.89,-0.19,0.22,0.16,0.96,-0.81
Cheick Diallo,2017,1.11,1.31,-0.29,0.5,0.86,1.67,-0.81
JaVale McGee,2020,-0.5,-0.59,-0.05,0.11,-0.68,0.13,-0.81
Colin Castleton,2024,0.0,0.0,-0.5,0.37,-0.39,0.42,-0.81
Tony Snell,2020,0.56,0.14,-0.86,0.84,-0.03,0.79,-0.81
E'Twaun Moore,2021,0.09,0.62,-0.72,-0.18,-0.45,0.37,-0.81
Dru Smith,2024,0.0,0.0,-0.9,-0.01,-0.8,0.01,-0.81
Thanasis Antetokounmpo,2024,0.0,0.0,-0.82,0.12,-0.62,0.19,-0.81
Cam Reddish,2020,-0.17,0.6,-0.32,0.72,-0.11,0.7,-0.81
Markieff Morris,2018,-0.13,-0.25,-0.1,0.86,-0.2,0.61,-0.82
Darius Bazley,2023,-0.68,-0.9,-1.3,-0.37,-1.72,-0.9,-0.82
Miye Oni,2022,0.0,0.0,-0.57,0.3,-0.52,0.3,-0.82
Brandon Boston Jr.,2023,0.0,0.0,-0.38,0.51,-0.21,0.61,-0.82
Patrick Patterson,2018,0.25,-1.27,-1.42,0.35,-1.03,-0.21,-0.82
Ömer Aşik,2017,-1.12,-0.28,-0.76,-0.44,-1.56,-0.74,-0.82
Henry Ellenson,2017,-0.74,-0.16,-0.29,-0.07,-0.95,-0.13,-0.82
Duncan Robinson,2024,0.67,1.09,-0.39,0.45,0.52,1.34,-0.82
Semaj Christon,2017,0.62,0.17,-0.59,1.06,0.34,1.16,-0.83
Stanley Umude,2024,0.03,0.48,-0.67,-0.12,-0.45,0.37,-0.83
Dion Waiters,2018,0.8,0.42,-1.42,-0.19,-0.62,0.21,-0.83
Ryan Rollins,2023,0.0,0.0,-0.97,-0.04,-0.87,-0.04,-0.83
Collin Sexton,2022,0.0,0.0,-1.21,-0.3,-1.07,-0.24,-0.83
Demetrius Jackson,2018,0.0,0.0,-0.6,0.3,-0.49,0.34,-0.83
Richard Jefferson,2018,0.0,0.0,-0.6,0.25,-0.6,0.23,-0.83
James Bouknight,2022,0.0,0.0,-0.29,0.61,-0.15,0.68,-0.83
Lorenzo Brown,2019,0.0,0.0,-1.36,-0.49,-1.26,-0.43,-0.83
Dragan Bender,2020,-0.55,0.85,-0.19,-0.43,-0.55,0.29,-0.83
Joel Anthony,2017,0.0,0.0,-0.9,-0.08,-0.87,-0.03,-0.84
Dylan Windler,2024,0.0,0.0,-0.3,0.57,-0.21,0.63,-0.84
Kobe Brown,2024,0.69,0.11,-0.57,1.04,0.34,1.17,-0.84
Paul Watson,2022,0.0,0.0,-0.33,0.57,-0.28,0.56,-0.84
Lance Stephenson,2018,0.22,0.28,0.53,2.08,1.21,2.05,-0.84
Caleb Swanigan,2020,-0.33,-0.11,-0.08,0.68,-0.32,0.52,-0.84
James Johnson,2023,-1.1,-0.05,-0.47,-0.57,-1.42,-0.58,-0.84
Cedi Osman,2022,1.07,0.03,-0.6,0.89,0.32,1.16,-0.84
Jalen Duren,2024,-0.04,0.75,-0.97,0.21,-0.7,0.14,-0.85
Ish Smith,2023,-0.05,0.8,-0.95,-0.46,-0.6,0.24,-0.85
Udonis Haslem,2019,0.0,0.0,-1.0,-0.15,-0.97,-0.12,-0.85
Jake LaRavia,2024,0.63,0.78,-0.7,0.08,0.15,1.0,-0.85
Jarrell Brantley,2020,0.0,0.0,-0.91,0.0,-0.81,0.04,-0.85
Paul Millsap,2022,-0.27,0.04,-0.71,0.12,-0.78,0.08,-0.85
Anthony Gill,2021,0.0,0.0,-0.88,0.06,-0.79,0.07,-0.85
Mike Dunleavy,2017,0.35,-0.63,-2.21,-0.51,-1.75,-0.89,-0.86
Treveon Graham,2017,0.0,0.0,-0.87,0.15,-0.73,0.12,-0.86
Jordan Bell,2021,0.0,0.0,-0.54,0.35,-0.51,0.35,-0.86
Lamar Stevens,2022,-0.02,-0.03,-0.16,0.82,-0.02,0.85,-0.87
Wesley Matthews,2018,1.29,-0.19,-0.3,2.11,0.74,1.61,-0.87
Luka Samanic,2024,-0.42,0.85,-0.7,-0.72,-0.81,0.06,-0.87
Johnny Davis,2023,0.0,0.0,-1.96,-0.84,-1.62,-0.75,-0.87
Kira Lewis Jr.,2024,0.0,0.0,-1.31,-0.32,-1.08,-0.21,-0.87
Tim Frazier,2022,0.0,0.0,-1.15,-0.11,-0.98,-0.11,-0.87
Jordan Clarkson,2024,1.02,1.41,-0.1,1.06,1.04,1.91,-0.87
John Collins,2018,-1.08,-0.52,-1.36,-0.57,-1.83,-0.96,-0.88
AJ Lawson,2023,0.0,0.0,-0.67,0.27,-0.58,0.29,-0.88
Trevor Ariza,2019,0.69,0.57,-0.47,1.07,0.17,1.05,-0.88
Gorgui Dieng,2022,0.0,0.0,-0.97,0.16,-0.81,0.07,-0.88
Luguentz Dort,2022,0.58,0.38,-2.0,-0.6,-1.29,-0.41,-0.88
Damion Lee,2019,0.0,0.0,-0.77,0.19,-0.62,0.26,-0.88
Ian Clark,2019,0.03,1.01,-0.53,-0.13,-0.09,0.79,-0.88
Aaron Nesmith,2023,0.53,0.33,0.51,1.91,1.16,2.04,-0.88
Mike Scott,2018,0.11,1.2,0.4,0.89,0.63,1.52,-0.89
Payton Pritchard,2023,0.0,0.0,-1.18,-0.26,-0.98,-0.09,-0.89
Gerald Green,2017,0.38,1.33,0.11,0.39,0.54,1.43,-0.89
Enes Freedom,2018,0.0,0.0,0.4,1.53,0.46,1.35,-0.89
Terrence Ross,2021,-0.05,-0.21,-1.13,0.36,-0.7,0.2,-0.9
Joe Harris,2024,0.0,0.0,-0.39,0.48,-0.36,0.54,-0.9
Frank Kaminsky,2023,0.19,1.13,0.09,0.23,0.39,1.29,-0.9
Daniel Gafford,2023,-0.52,-0.17,-0.12,0.61,-0.24,0.66,-0.9
Tosan Evbuomwan,2024,0.0,0.0,-0.6,0.66,-0.32,0.58,-0.9
Marcus Morris Sr.,2018,0.0,0.0,-0.16,1.07,0.01,0.91,-0.91
Anfernee Simons,2024,2.79,2.41,0.62,2.44,2.98,3.89,-0.91
Theo Maledon,2024,0.0,0.0,-0.3,0.82,-0.09,0.82,-0.91
Xavier Rathan-Mayes,2018,0.0,0.0,-0.68,0.37,-0.59,0.32,-0.91
Dairis Bertans,2019,0.0,0.0,-0.56,0.46,-0.41,0.51,-0.91
Daniel Gafford,2020,-0.92,0.22,-0.48,-0.62,-1.24,-0.32,-0.91
Svi Mykhailiuk,2021,-0.36,0.63,-0.43,0.46,-0.22,0.69,-0.91
Bobby Portis,2017,0.13,0.13,-0.94,0.39,-0.56,0.35,-0.91
Jaylen Morris,2018,0.0,0.0,-0.91,0.08,-0.85,0.07,-0.91
Malachi Richardson,2018,0.0,0.0,-0.55,0.5,-0.44,0.48,-0.92
Jordan Bell,2019,-0.03,-0.78,-0.7,1.02,-0.62,0.3,-0.92
Anthony Edwards,2021,1.67,1.05,0.47,1.87,1.79,2.71,-0.92
Duncan Robinson,2019,0.0,0.0,-0.65,0.32,-0.55,0.38,-0.92
Nickeil Alexander-Walker,2020,0.36,0.63,0.54,1.55,1.18,2.1,-0.92
Nikola Vucevic,2024,0.86,1.26,-0.25,0.74,0.62,1.55,-0.92
Marko Guduric,2020,-0.05,0.86,-0.36,-0.1,-0.19,0.74,-0.92
Anderson Varejao,2017,0.0,0.0,-0.41,0.49,-0.43,0.5,-0.93
Damian Jones,2023,-0.37,-0.06,-1.15,-0.08,-1.19,-0.26,-0.93
Alan Anderson,2017,0.0,0.0,-0.33,0.77,-0.21,0.72,-0.93
Omari Spellman,2019,0.46,-0.8,-0.98,1.31,-0.37,0.56,-0.93
Matthew Dellavedova,2023,0.0,0.0,-1.15,-0.11,-0.96,-0.03,-0.93
Dennis Schroder,2022,1.02,-0.37,-2.07,-0.11,-1.21,-0.28,-0.93
David Roddy,2024,0.61,0.28,-1.43,-0.05,-0.49,0.44,-0.93
DeAndre Jordan,2024,1.21,0.85,-0.69,0.85,0.63,1.57,-0.93
Max Christie,2023,0.0,0.0,-1.13,0.12,-0.88,0.05,-0.93
Xavier Moon,2024,0.0,0.0,-0.77,0.22,-0.68,0.25,-0.94
Terry Taylor,2022,1.12,1.22,0.61,1.82,1.58,2.52,-0.94
Maurice Harkless,2020,-0.06,0.05,0.02,0.84,0.11,1.06,-0.94
Justin Jackson,2020,0.37,-0.15,0.57,1.7,0.93,1.88,-0.94
Matthew Dellavedova,2018,0.0,0.0,-0.47,0.74,-0.22,0.72,-0.95
Nerlens Noel,2019,-0.23,-0.68,-2.4,-0.95,-2.27,-1.33,-0.95
Nassir Little,2023,0.97,1.22,0.2,1.54,1.27,2.21,-0.95
Vernon Carey Jr.,2022,0.0,0.0,-0.44,0.56,-0.39,0.55,-0.95
Kyle Kuzma,2024,2.14,1.57,-0.58,1.6,1.35,2.3,-0.95
Mike Muscala,2024,-0.52,0.54,-0.39,-0.02,-0.47,0.48,-0.95
Damian Jones,2021,0.0,0.0,-0.89,0.21,-0.79,0.16,-0.95
Ivica Zubac,2022,-0.13,-0.76,0.16,1.55,0.34,1.29,-0.95
Wendell Moore Jr.,2023,0.0,0.0,-0.85,0.22,-0.71,0.24,-0.95
Mike Scott,2021,0.27,0.95,-0.92,-0.44,-0.49,0.47,-0.95
Frank Jackson,2022,0.67,1.15,-1.04,-0.03,-0.17,0.78,-0.95
Udoka Azubuike,2024,-0.06,-0.28,-0.37,0.83,-0.41,0.55,-0.96
Marcus Sasser,2024,0.83,0.52,-0.83,0.96,0.61,1.57,-0.96
Elfrid Payton,2022,0.94,0.18,-1.81,-0.18,-0.84,0.12,-0.96
Markus Howard,2021,0.0,0.0,-0.8,0.27,-0.7,0.26,-0.96
Al Jefferson,2018,-1.0,0.16,0.09,0.13,-0.71,0.25,-0.96
Rodney Hood,2021,0.52,0.18,-0.86,0.8,-0.31,0.65,-0.97
Cristiano Felicio,2020,0.0,0.0,0.79,1.65,0.7,1.67,-0.97
Noah Vonleh,2020,-0.64,0.1,-1.41,-0.73,-1.7,-0.73,-0.97
Jamal Crawford,2017,0.37,0.41,-0.39,0.77,0.06,1.03,-0.97
Marcus Morris Sr.,2022,0.73,1.01,0.31,1.48,1.28,2.25,-0.97
Greg Monroe,2018,0.66,-0.85,-1.01,1.5,-0.31,0.67,-0.97
Landry Shamet,2021,0.1,0.34,-0.09,1.17,0.35,1.32,-0.97
Patrick Baldwin Jr.,2023,0.0,0.0,-0.79,0.27,-0.61,0.37,-0.97
Cody Zeller,2022,0.09,1.48,-0.05,-0.02,0.13,1.11,-0.98
Hamidou Diallo,2019,0.14,-0.01,-0.35,1.11,0.09,1.07,-0.98
Zeke Nnaji,2022,0.13,1.25,-0.12,0.28,0.28,1.26,-0.98
Bojan Bogdanovic,2018,0.34,1.18,-0.76,-0.31,-0.34,0.64,-0.98
Brandon Boston Jr.,2022,-0.05,0.46,-1.78,-0.96,-1.5,-0.51,-0.99
Coby White,2020,1.31,0.94,-0.56,0.42,0.58,1.57,-0.99
Ben McLemore,2021,0.21,0.66,-0.88,0.12,-0.33,0.66,-0.99
Norvel Pelle,2020,-0.35,-0.93,-0.63,0.99,-0.83,0.16,-0.99
Kennedy Chandler,2023,0.0,0.0,-0.8,0.37,-0.54,0.45,-0.99
Briante Weber,2017,0.0,0.0,-0.27,0.9,-0.13,0.87,-0.99
Tyus Jones,2024,1.25,0.43,0.09,2.55,1.3,2.3,-1.0
Evan Fournier,2024,0.51,0.66,-2.46,-1.07,-1.5,-0.51,-1.0
Moses Moody,2022,0.0,0.0,-0.93,0.33,-0.73,0.27,-1.0
Randy Foye,2017,-0.34,0.21,-0.16,0.6,-0.16,0.84,-1.0
Kenneth Faried,2018,0.96,1.07,-0.5,0.47,0.32,1.33,-1.0
Richaun Holmes,2022,-1.34,-0.48,-0.47,0.22,-1.35,-0.34,-1.0
Nicolo Melli,2020,0.09,-0.22,-0.68,0.75,-0.47,0.53,-1.0
Kyle Guy,2022,0.34,-0.01,-1.05,0.34,-0.65,0.35,-1.0
Nic Claxton,2024,-0.26,-1.01,-1.47,0.21,-1.46,-0.46,-1.0
Brandon Goodwin,2022,0.0,0.0,-0.24,0.73,0.02,1.02,-1.0
Dewayne Dedmon,2023,-0.43,-0.72,-1.8,-0.39,-1.97,-0.96,-1.01
Ousmane Dieng,2024,0.0,0.0,-0.64,0.33,-0.48,0.52,-1.01
Jared Sullinger,2017,0.0,0.0,-1.01,0.06,-0.99,0.01,-1.01
Gary Payton II,2017,0.0,0.0,-0.58,0.42,-0.56,0.45,-1.01
Ignas Brazdeikis,2021,0.2,1.24,0.01,0.01,0.23,1.25,-1.02
Lonnie Walker IV,2019,0.0,0.0,-0.9,0.23,-0.83,0.19,-1.02
Marshall Plumlee,2017,-0.85,0.62,0.24,-0.01,-0.49,0.53,-1.02
Markieff Morris,2024,0.0,0.0,-0.68,0.5,-0.56,0.46,-1.02
JaMychal Green,2022,-0.84,0.17,-0.99,-0.09,-1.2,-0.18,-1.02
Killian Hayes,2023,0.52,0.11,-1.81,0.92,-0.64,0.38,-1.02
Skylar Mays,2022,0.0,0.0,-0.18,0.97,-0.02,1.0,-1.03
Onyeka Okongwu,2021,-0.2,-0.16,0.01,1.17,-0.03,0.99,-1.03
Isaiah Canaan,2017,0.34,-0.63,-1.5,0.32,-1.12,-0.09,-1.03
Isaiah Stewart,2022,0.17,-0.3,-1.72,0.11,-1.17,-0.14,-1.03
Davion Mitchell,2024,0.14,0.41,-1.19,0.13,-0.58,0.46,-1.03
Zach LaVine,2024,0.0,0.0,-1.05,0.3,-0.85,0.19,-1.03
Garrison Mathews,2024,0.88,1.03,-0.38,0.83,0.63,1.67,-1.03
Juancho Hernangomez,2021,0.66,0.98,0.42,1.27,1.02,2.05,-1.03
Jawun Evans,2019,0.0,0.0,-0.82,0.27,-0.77,0.27,-1.04
Devonte' Graham,2023,0.43,-0.11,-1.36,0.55,-0.54,0.5,-1.04
Tyler Cook,2021,-0.72,0.65,0.28,0.06,-0.31,0.73,-1.04
R.J. Hampton,2023,0.45,0.42,-0.5,0.92,0.21,1.25,-1.04
Metta World Peace,2017,0.0,0.0,-0.76,0.31,-0.69,0.36,-1.04
Lamar Stevens,2021,-0.22,0.2,-0.89,0.08,-0.82,0.23,-1.05
Juancho Hernangomez,2022,0.17,0.49,0.3,1.09,0.53,1.57,-1.05
Willie Cauley-Stein,2022,-0.7,1.01,-0.28,-0.76,-0.87,0.18,-1.05
Dwight Powell,2017,0.41,-0.07,-0.13,1.52,0.3,1.35,-1.05
Dragan Bender,2018,-0.34,-0.33,-1.45,0.43,-1.37,-0.32,-1.05
Didi Louzada,2022,0.0,0.0,-1.34,-0.12,-1.2,-0.16,-1.05
Scotty Pippen Jr.,2024,0.0,0.0,-0.98,0.19,-0.72,0.33,-1.05
Chandler Parsons,2017,-0.12,-0.36,-0.78,0.37,-0.89,0.16,-1.05
C.J. Williams,2019,0.0,0.0,-0.66,0.45,-0.57,0.48,-1.05
Haywood Highsmith,2022,0.0,0.0,-0.45,0.63,-0.37,0.68,-1.05
Michael Frazier II,2020,0.0,0.0,-1.18,-0.03,-1.04,0.01,-1.05
Iman Shumpert,2019,0.44,0.15,-0.63,0.86,-0.12,0.93,-1.05
