Name,Season,Offensive Prior RAPM,Defensive Prior RAPM,Offensive Raw RAPM,Defensive Raw RAPM,Offensive Final RAPM,Defensive Final RAPM,RAPM
Tim Hardaway Jr.,2019,1.86,0.84,-0.3,1.17,1.45,1.3,0.15
Marcin Gortat,2017,-1.06,-0.17,1.13,0.66,0.28,0.13,0.15
Isaiah Jackson,2022,0.26,0.76,1.12,0.87,1.36,1.21,0.15
Markelle Fultz,2020,0.32,0.24,0.38,0.58,0.86,0.71,0.15
Javin DeLaurier,2022,0.0,0.0,0.14,0.0,0.15,-0.0,0.15
Devontae Cacok,2020,0.0,0.0,0.13,0.0,0.15,0.0,0.15
Craig Sword,2022,0.0,0.0,-0.04,-0.17,-0.03,-0.18,0.15
Jay Huff,2023,0.0,0.0,0.29,0.23,0.39,0.24,0.15
Jaden Springer,2024,0.37,-0.53,-0.35,0.28,0.21,0.07,0.15
Nik Stauskas,2017,0.04,0.06,0.37,0.68,0.82,0.67,0.15
Edy Tavares,2017,0.0,0.0,0.02,-0.13,0.02,-0.12,0.15
Moses Moody,2024,0.51,0.15,-0.19,-0.16,0.34,0.19,0.15
Nigel Williams-Goss,2020,0.0,0.0,-0.08,-0.19,-0.02,-0.16,0.14
Jaylen Nowell,2020,0.58,0.92,-0.44,-0.82,0.19,0.05,0.14
Russell Westbrook,2023,1.11,0.55,0.5,0.99,1.4,1.26,0.14
Damian Jones,2018,0.0,0.0,-0.23,-0.31,-0.18,-0.32,0.14
Thanasis Antetokounmpo,2021,-0.45,-0.32,-0.66,-0.72,-0.8,-0.94,0.14
Angel Delgado,2019,0.0,0.0,-0.19,-0.32,-0.17,-0.31,0.14
Amari Bailey,2024,0.0,0.0,0.17,0.05,0.22,0.07,0.14
Marco Belinelli,2020,0.85,1.16,0.64,0.3,1.45,1.31,0.14
Ivica Zubac,2024,0.14,-0.52,-0.55,-0.54,-0.63,-0.77,0.14
Lester Quinones,2023,0.0,0.0,0.01,-0.14,0.03,-0.11,0.14
Tyrell Terry,2021,0.0,0.0,-0.53,-0.6,-0.45,-0.59,0.14
Kendall Brown,2023,0.0,0.0,-0.13,-0.25,-0.1,-0.24,0.14
Cory Joseph,2017,0.79,0.01,-0.03,0.73,0.69,0.55,0.14
Vincent Hunter,2018,0.0,0.0,0.07,-0.08,0.07,-0.07,0.14
Jordan Schakel,2022,0.0,0.0,-0.08,-0.2,-0.05,-0.18,0.14
Wilson Chandler,2017,0.43,-1.04,0.46,1.65,0.78,0.64,0.14
Nate Hinton,2024,0.0,0.0,0.03,-0.1,0.1,-0.04,0.14
Dyson Daniels,2023,0.33,-0.58,-1.75,-0.91,-1.21,-1.35,0.14
Chasson Randle,2020,0.0,0.0,0.12,0.04,0.15,0.01,0.14
Darius Days,2023,0.0,0.0,0.01,-0.1,0.03,-0.1,0.14
Omer Yurtseven,2023,0.0,0.0,0.34,0.21,0.41,0.27,0.14
Terrence Ross,2018,0.09,0.16,-0.01,-0.03,0.21,0.07,0.14
Keita Bates-Diop,2021,0.01,-0.78,-0.53,0.21,-0.38,-0.52,0.14
Jamel Artis,2018,-0.14,-0.27,0.06,0.03,-0.01,-0.14,0.14
Malachi Flynn,2021,0.76,0.05,-1.02,-0.39,-0.13,-0.27,0.14
Aaron Brooks,2017,0.7,-0.1,-0.83,-0.03,0.02,-0.11,0.13
Paul Millsap,2021,1.02,-1.12,-0.14,1.29,0.46,0.32,0.13
Marques Bolden,2024,0.0,0.0,-0.26,-0.38,-0.24,-0.38,0.13
Harrison Barnes,2020,0.46,0.69,-0.04,0.49,0.47,0.34,0.13
Killian Tillie,2021,0.0,0.0,-0.27,-0.39,-0.19,-0.32,0.13
Dusty Hannahs,2020,0.0,0.0,0.29,0.16,0.3,0.17,0.13
Taurean Prince,2021,1.12,0.27,0.09,0.98,1.2,1.07,0.13
Alan Williams,2018,0.0,0.0,-0.43,-0.53,-0.39,-0.53,0.13
Troy Daniels,2019,0.0,0.0,-0.05,0.11,0.32,0.19,0.13
Sterling Brown,2021,0.82,0.17,-0.85,0.13,0.27,0.13,0.13
Markelle Fultz,2024,0.71,0.05,-0.67,-0.44,-0.02,-0.15,0.13
Daniel Oturu,2021,0.0,0.0,-0.25,-0.34,-0.18,-0.31,0.13
Tim Frazier,2017,0.7,-0.44,-0.11,0.91,0.74,0.61,0.13
Deonte Burton,2023,0.0,0.0,0.18,0.06,0.19,0.06,0.13
Chris Silva,2021,0.0,0.0,-0.08,-0.17,-0.03,-0.15,0.13
Darius Garland,2021,2.04,-0.18,-0.71,1.26,1.15,1.03,0.12
Deyonta Davis,2017,-0.15,-0.69,-0.55,-0.05,-0.57,-0.69,0.12
Davion Mitchell,2022,0.44,-0.45,-2.08,-0.94,-1.17,-1.29,0.12
Dennis Schroder,2024,1.65,1.12,0.13,0.73,1.61,1.48,0.12
Anthony Brown,2018,0.0,0.0,0.06,-0.05,0.07,-0.05,0.12
Justin Patton,2018,0.0,0.0,0.06,-0.05,0.07,-0.05,0.12
Cole Aldrich,2017,-0.13,-1.02,0.02,0.8,0.02,-0.09,0.12
Anthony Lamb,2022,0.0,0.0,0.02,-0.09,0.03,-0.08,0.12
De'Andre Hunter,2024,0.3,1.12,1.21,0.78,1.6,1.48,0.12
Daniel Theis,2023,0.25,-0.16,-0.22,0.1,0.02,-0.09,0.12
Derrick Jones Jr.,2020,0.42,-0.89,-0.62,0.58,-0.21,-0.32,0.12
Jeremy Pargo,2020,0.0,0.0,0.15,0.07,0.2,0.08,0.12
DeVaughn Akoon-Purcell,2019,0.0,0.0,0.14,0.04,0.15,0.04,0.12
Vic Law,2020,0.0,0.0,-0.3,-0.44,-0.24,-0.35,0.12
Ivica Zubac,2017,0.45,-0.59,-0.52,0.49,-0.08,-0.19,0.11
Stanton Kidd,2020,0.0,0.0,-0.07,-0.18,-0.06,-0.17,0.11
Cole Swider,2023,0.0,0.0,0.17,0.1,0.2,0.09,0.11
Tacko Fall,2020,0.0,0.0,-0.15,-0.25,-0.12,-0.23,0.11
Jodie Meeks,2019,0.0,0.0,0.57,0.45,0.61,0.5,0.11
Dalano Banton,2023,1.17,0.12,-0.87,0.03,0.35,0.23,0.11
Troy Caupain,2019,0.0,0.0,0.17,0.06,0.19,0.08,0.11
Chasson Randle,2017,0.0,0.0,0.26,0.25,0.38,0.27,0.11
Daniel Theis,2018,-0.86,-0.87,-0.41,-0.36,-1.03,-1.14,0.11
Furkan Korkmaz,2023,0.0,0.0,-0.93,-0.98,-0.71,-0.82,0.11
Iman Shumpert,2020,-0.28,-1.22,-0.78,0.1,-0.82,-0.93,0.11
Wesley Johnson,2018,-0.58,-1.17,-1.22,-0.61,-1.33,-1.44,0.11
Marc Gasol,2021,-0.33,-0.27,-0.69,-0.85,-0.98,-1.08,0.11
Jamal Crawford,2020,0.0,0.0,0.11,0.01,0.12,0.01,0.1
Andre Ingram,2019,0.0,0.0,-0.03,-0.14,-0.03,-0.14,0.1
Taze Moore,2024,0.0,0.0,0.13,0.02,0.15,0.05,0.1
Cory Joseph,2021,0.43,-0.71,-0.13,1.2,0.64,0.54,0.1
Malcolm Cazalon,2024,0.0,0.0,0.11,0.01,0.11,0.01,0.1
Willy Hernangomez,2022,0.89,1.1,1.07,0.97,1.97,1.87,0.1
Jack Cooley,2018,0.0,0.0,-0.21,-0.31,-0.19,-0.29,0.1
Bruno Caboclo,2018,0.0,0.0,-0.27,-0.36,-0.25,-0.35,0.1
Cam Reynolds,2019,0.0,0.0,0.04,0.12,0.22,0.12,0.1
Alex Poythress,2019,1.17,0.5,-0.66,0.03,0.46,0.37,0.1
Andrew Wiggins,2021,0.87,-0.25,-1.07,-0.04,-0.03,-0.13,0.1
T.J. Leaf,2019,0.0,0.0,-0.15,-0.0,0.06,-0.03,0.1
Lance Stephenson,2019,0.84,0.45,-0.45,0.19,0.46,0.36,0.1
Jordan Bone,2020,0.0,0.0,0.02,-0.07,0.04,-0.06,0.1
Kelly Olynyk,2017,0.86,-0.44,-1.16,-0.18,-0.52,-0.62,0.1
Facundo Campazzo,2021,-0.67,-1.07,-0.31,0.14,-0.7,-0.79,0.1
Caris LeVert,2018,1.13,-0.42,-1.3,0.38,-0.08,-0.18,0.09
Mason Jones,2024,0.0,0.0,-0.09,-0.19,-0.07,-0.16,0.09
Caris LeVert,2022,1.45,0.77,1.35,2.16,2.52,2.43,0.09
Luka Garza,2023,0.9,1.07,1.0,0.86,1.89,1.79,0.09
Cory Joseph,2024,0.0,0.0,0.54,0.57,0.71,0.62,0.09
Nikola Vucevic,2023,1.16,0.33,0.27,0.92,1.17,1.08,0.09
Tre Scott,2022,0.0,0.0,-0.02,-0.11,-0.0,-0.09,0.09
Damyean Dotson,2022,0.0,0.0,0.09,0.0,0.1,0.01,0.09
Nassir Little,2020,-0.02,-0.1,0.39,0.57,0.56,0.47,0.09
Ivan Rabb,2018,0.6,0.17,0.07,0.95,0.98,0.89,0.09
Rui Hachimura,2023,0.37,-0.8,-1.59,-0.96,-1.09,-1.17,0.09
Andrew Funk,2024,0.0,0.0,0.01,-0.07,0.02,-0.06,0.09
Mo Bamba,2024,0.35,-0.01,-0.95,-0.32,-0.27,-0.36,0.09
Tyler Zeller,2020,0.0,0.0,0.03,-0.05,0.04,-0.05,0.09
Tim Frazier,2018,0.79,-0.08,-0.6,0.57,0.38,0.29,0.08
James Michael McAdoo,2018,0.0,0.0,0.01,-0.07,0.03,-0.05,0.08
Rayjon Tucker,2022,0.0,0.0,0.3,0.3,0.36,0.28,0.08
Johnathan Motley,2020,0.0,0.0,0.13,0.12,0.2,0.11,0.08
Willy Hernangomez,2023,0.41,0.99,-0.34,-0.86,0.13,0.05,0.08
Aaron Nesmith,2021,0.23,0.45,-0.5,-0.67,-0.12,-0.2,0.08
Damian Jones,2017,0.0,0.0,0.04,0.02,0.1,0.02,0.08
Demetrius Jackson,2017,0.0,0.0,0.06,-0.0,0.06,-0.02,0.08
Bruno Caboclo,2017,0.0,0.0,-0.27,-0.33,-0.25,-0.33,0.08
KZ Okpala,2022,0.04,0.32,-0.12,-0.37,-0.02,-0.1,0.08
Chris Silva,2023,0.0,0.0,-0.03,-0.1,-0.03,-0.1,0.08
Tony Allen,2018,0.0,0.0,-0.28,-0.26,-0.16,-0.24,0.08
Naz Mitrou-Long,2018,0.0,0.0,0.05,-0.03,0.05,-0.03,0.08
Justin Anderson,2020,0.0,0.0,-0.09,-0.02,0.06,-0.01,0.08
Cameron Oliver,2022,0.0,0.0,0.26,0.22,0.29,0.21,0.07
Matt Ryan,2022,0.0,0.0,0.02,-0.05,0.03,-0.04,0.07
Jared Dudley,2021,0.0,0.0,-0.13,-0.18,-0.06,-0.13,0.07
Marques Bolden,2020,0.0,0.0,0.01,-0.06,0.01,-0.06,0.07
Xavier Moon,2023,0.0,0.0,-0.14,-0.21,-0.14,-0.21,0.07
Harry Giles III,2021,-0.26,-0.72,-0.82,-0.28,-0.96,-1.04,0.07
Moussa Diabate,2024,0.0,0.0,0.24,0.19,0.27,0.19,0.07
T.J. Leaf,2020,0.0,0.0,-0.76,-0.71,-0.65,-0.72,0.07
Izaiah Brockington,2024,0.0,0.0,0.07,0.01,0.08,0.01,0.07
Rashad Vaughn,2018,0.0,0.0,0.02,0.03,0.14,0.07,0.07
Isaiah Livers,2023,0.21,0.06,-0.65,0.1,0.01,-0.06,0.07
Jarred Vanderbilt,2021,-0.62,-1.2,-1.6,-0.98,-1.89,-1.95,0.07
Yante Maten,2019,0.0,0.0,-0.02,-0.08,-0.0,-0.07,0.07
D.J. Wilson,2024,0.0,0.0,0.1,0.05,0.11,0.05,0.07
Tristan Thompson,2022,0.27,0.5,0.63,0.81,0.92,0.86,0.07
P.J. Tucker,2019,0.0,0.0,0.5,-0.12,-0.01,-0.07,0.07
Kent Bazemore,2022,0.42,-0.83,-1.54,-0.37,-0.98,-1.05,0.07
Bruno Caboclo,2021,0.0,0.0,-0.17,-0.24,-0.15,-0.21,0.06
Stanley Umude,2023,0.0,0.0,0.05,-0.02,0.05,-0.02,0.06
Kostas Antetokounmpo,2019,0.0,0.0,0.02,-0.06,0.02,-0.04,0.06
Jakob Poeltl,2024,-0.11,-0.18,-0.39,-0.15,-0.39,-0.46,0.06
Ish Wainright,2024,0.0,0.0,-0.83,-0.89,-0.79,-0.85,0.06
Malcolm Miller,2018,0.0,0.0,-0.05,-0.1,-0.0,-0.06,0.06
Bojan Bogdanovic,2022,1.21,0.45,0.99,0.88,1.49,1.43,0.06
Nate Wolters,2018,0.0,0.0,0.13,0.07,0.14,0.08,0.06
Ahmad Caver,2022,0.0,0.0,0.04,-0.01,0.05,-0.01,0.06
Mamadi Diakite,2022,0.0,0.0,-0.65,-0.62,-0.58,-0.64,0.06
Dwyane Wade,2019,1.73,-0.42,-1.19,0.13,0.27,0.21,0.06
Garrison Mathews,2023,0.0,0.0,-1.41,-1.32,-1.15,-1.21,0.06
Kyle Singler,2018,0.0,0.0,-0.22,-0.24,-0.17,-0.23,0.06
Hamidou Diallo,2024,0.0,0.0,-0.06,-0.12,-0.05,-0.11,0.06
Evan Mobley,2024,0.49,-1.05,-1.58,-0.7,-1.31,-1.36,0.06
Kadeem Allen,2018,0.0,0.0,-0.33,-0.25,-0.19,-0.24,0.06
Furkan Korkmaz,2019,0.0,0.0,0.67,0.75,0.95,0.9,0.06
Kobi Simmons,2019,0.0,0.0,-0.01,-0.06,-0.0,-0.06,0.05
Damyean Dotson,2019,0.59,0.59,-0.48,0.18,0.55,0.49,0.05
Armoni Brooks,2022,0.0,0.0,0.06,0.23,0.34,0.29,0.05
Louis King,2023,0.0,0.0,0.18,0.12,0.2,0.15,0.05
Raul Neto,2023,0.0,0.0,-0.04,0.16,0.42,0.37,0.05
Henri Drell,2024,0.0,0.0,0.03,-0.03,0.04,-0.01,0.05
Tyrese Martin,2023,0.0,0.0,0.05,0.02,0.12,0.07,0.05
Alonzo Gee,2017,0.0,0.0,-0.1,-0.11,-0.07,-0.12,0.05
Jaden Ivey,2024,1.14,0.74,-0.06,1.36,1.46,1.41,0.05
Joel Ayayi,2022,0.0,0.0,-0.13,-0.17,-0.11,-0.16,0.05
Lavoy Allen,2017,0.5,-0.64,-0.42,0.8,0.15,0.1,0.05
J.P. Macura,2020,0.0,0.0,0.02,-0.03,0.02,-0.03,0.05
Gordon Hayward,2018,0.0,0.0,-0.01,-0.06,-0.02,-0.07,0.05
J.P. Macura,2019,0.0,0.0,-0.16,-0.17,-0.13,-0.18,0.05
Leandro Bolmaro,2022,0.0,0.0,-0.69,-0.54,-0.55,-0.59,0.05
Kostas Antetokounmpo,2021,0.0,0.0,-0.27,-0.29,-0.21,-0.26,0.05
Tyus Jones,2021,1.08,-0.38,-0.97,0.16,0.31,0.27,0.05
Joe Wieskamp,2023,0.0,0.0,-0.41,-0.46,-0.38,-0.43,0.05
Caleb Houstan,2024,0.79,0.81,-0.16,0.03,0.77,0.73,0.05
Dwight Howard,2020,0.03,-0.14,0.53,0.63,0.72,0.68,0.04
Vit Krejci,2023,0.0,0.0,0.12,0.13,0.22,0.18,0.04
James Ennis III,2022,0.0,0.0,0.1,0.1,0.17,0.12,0.04
Jaren Jackson Jr.,2020,1.11,-0.33,-0.44,0.95,0.53,0.49,0.04
Frank Ntilikina,2024,0.0,0.0,0.28,0.24,0.32,0.28,0.04
Timothe Luwawu-Cabarrot,2018,0.5,-0.02,-0.87,-0.42,-0.25,-0.3,0.04
Daryl Macon,2020,0.0,0.0,-0.16,-0.21,-0.16,-0.2,0.04
Wayne Ellington,2019,1.06,-0.3,-0.54,0.36,0.36,0.32,0.04
Garrett Temple,2018,0.96,-0.19,-1.47,-0.4,-0.57,-0.61,0.04
Devon Dotson,2022,0.0,0.0,0.19,0.19,0.27,0.23,0.04
Marshall Plumlee,2018,0.0,0.0,-0.43,-0.45,-0.42,-0.46,0.04
Tristan Thompson,2020,1.33,-0.37,-1.38,0.94,-0.1,-0.13,0.04
Drew Peterson,2024,0.0,0.0,0.06,0.01,0.06,0.02,0.04
Tyler Zeller,2018,0.44,0.73,0.02,-0.12,0.31,0.28,0.04
Leonard Miller,2024,0.0,0.0,-0.16,-0.2,-0.12,-0.15,0.04
Damian Jones,2019,0.0,0.0,0.34,0.44,0.31,0.27,0.04
RaiQuan Gray,2024,0.0,0.0,0.19,0.16,0.22,0.19,0.04
Jahlil Okafor,2021,0.0,0.0,-0.67,-0.58,-0.62,-0.65,0.03
Mangok Mathiang,2018,0.0,0.0,-0.09,-0.11,-0.07,-0.1,0.03
Vlatko Cancar,2020,0.0,0.0,0.07,0.05,0.08,0.05,0.03
Eugene Omoruyi,2022,0.0,0.0,-0.02,-0.05,0.0,-0.03,0.03
Nathan Knight,2022,-0.14,0.36,-0.33,-0.65,-0.29,-0.32,0.03
Jonathan Gibson,2018,0.0,0.0,0.31,0.28,0.33,0.3,0.03
Josh Magette,2020,0.0,0.0,-0.34,-0.36,-0.3,-0.33,0.03
Tim Frazier,2021,0.0,0.0,-0.39,-0.46,-0.39,-0.42,0.03
Landry Shamet,2019,0.87,1.25,0.88,0.74,1.73,1.7,0.03
Danuel House Jr.,2024,0.0,0.0,-0.53,-0.56,-0.39,-0.42,0.03
E'Twaun Moore,2017,0.87,-0.2,-0.45,0.41,0.35,0.32,0.03
Tim Quarterman,2017,0.0,0.0,-0.22,-0.19,-0.15,-0.18,0.03
Devon Dotson,2023,0.0,0.0,-0.12,-0.11,-0.08,-0.11,0.03
Trevon Duval,2019,0.0,0.0,0.06,0.03,0.06,0.03,0.03
Jacob Pullen,2018,0.0,0.0,-0.14,-0.16,-0.13,-0.15,0.03
Jordan Bell,2022,0.0,0.0,0.09,0.06,0.09,0.06,0.03
Nate Williams,2023,0.0,0.0,0.05,0.31,0.27,0.24,0.03
Kelly Oubre Jr.,2022,0.85,0.74,0.39,0.37,1.03,1.0,0.03
Lester Quinones,2024,0.94,0.73,-0.64,-0.43,0.41,0.38,0.03
Jalen Duren,2023,0.15,0.08,-0.73,0.15,-0.2,-0.23,0.03
Adam Flagler,2024,0.0,0.0,0.01,-0.01,0.05,0.02,0.03
Jalen Crutcher,2024,0.0,0.0,0.01,-0.01,0.02,-0.01,0.03
John Holland,2019,0.0,0.0,-0.0,-0.03,-0.0,-0.03,0.03
Mamadi Diakite,2024,0.0,0.0,-0.21,-0.22,-0.17,-0.2,0.03
Mindaugas Kuzminskas,2018,0.0,0.0,-0.08,-0.1,-0.07,-0.1,0.03
Gary Payton II,2021,0.0,0.0,0.0,-0.03,0.0,-0.03,0.03
Tyler Ulis,2019,0.0,0.0,-0.03,-0.05,-0.03,-0.05,0.03
Matt Hurt,2024,0.0,0.0,-0.53,-0.49,-0.43,-0.45,0.03
Tyrone Wallace,2020,-0.33,-0.26,-0.72,-0.66,-0.86,-0.89,0.02
Ade Murkey,2022,0.0,0.0,-0.03,-0.05,-0.03,-0.05,0.02
Danuel House Jr.,2017,0.0,0.0,-0.03,-0.05,-0.03,-0.05,0.02
Alex Len,2023,-1.12,-0.83,-0.43,-0.75,-1.46,-1.49,0.02
Tyler Dorsey,2023,0.0,0.0,-0.08,-0.1,-0.07,-0.1,0.02
Langston Galloway,2022,0.0,0.0,-0.82,-0.69,-0.72,-0.74,0.02
Leandro Bolmaro,2023,0.0,0.0,-0.37,-0.39,-0.33,-0.36,0.02
DeJon Jarreau,2022,0.0,0.0,0.04,0.02,0.04,0.02,0.02
Tyler Johnson,2022,0.0,0.0,0.19,0.28,0.28,0.26,0.02
Jett Howard,2024,0.0,0.0,-0.34,-0.33,-0.25,-0.27,0.02
Luke Babbitt,2018,0.0,0.0,0.48,0.59,0.68,0.65,0.02
Jevon Carter,2019,0.31,-0.81,-1.07,0.12,-0.47,-0.49,0.02
Scotty Pippen Jr.,2023,0.0,0.0,-0.25,-0.25,-0.2,-0.23,0.02
Scott Machado,2019,0.0,0.0,0.05,0.05,0.07,0.05,0.02
Payton Pritchard,2022,1.55,0.56,-0.26,0.52,1.04,1.02,0.02
Micah Potter,2023,0.0,0.0,-0.38,-0.36,-0.33,-0.35,0.02
Alfonzo McKinnie,2021,0.0,0.0,-0.46,-0.38,-0.29,-0.31,0.02
Josh Minott,2024,0.52,0.7,-0.17,-0.38,0.41,0.4,0.01
Xavier Silas,2018,0.0,0.0,0.04,0.05,0.05,0.04,0.01
Tony Parker,2017,0.63,0.71,0.31,-0.24,0.84,0.83,0.01
Paris Bass,2022,0.0,0.0,-0.06,-0.08,-0.05,-0.07,0.01
Feron Hunt,2022,0.0,0.0,-0.14,-0.14,-0.13,-0.14,0.01
Wes Iwundu,2022,0.0,0.0,0.17,0.18,0.2,0.19,0.01
Kemba Walker,2023,0.0,0.0,-0.04,0.07,0.07,0.06,0.01
Tobias Harris,2022,0.52,1.02,0.81,0.36,1.26,1.25,0.01
Zach Lofton,2019,0.0,0.0,-0.01,-0.02,-0.01,-0.02,0.01
Daishen Nix,2022,0.0,0.0,-0.44,-0.2,-0.2,-0.21,0.01
Peyton Watson,2024,-0.02,-0.77,-1.65,-0.95,-1.45,-1.45,0.0
Braxton Key,2023,0.0,0.0,-0.0,-0.01,0.0,-0.0,0.0
Norman Powell,2019,0.64,0.4,-0.56,-0.05,0.26,0.25,0.0
Harrison Barnes,2018,0.69,0.15,-0.78,0.28,-0.04,-0.04,0.0
Tyler Davis,2019,0.0,0.0,-0.03,-0.03,-0.03,-0.03,0.0
Malik Newman,2022,0.0,0.0,-0.05,-0.05,-0.04,-0.04,0.0
Collin Gillespie,2024,0.0,0.0,-0.11,-0.11,0.05,0.05,0.0
Dmytro Skapintsev,2024,0.0,0.0,-0.04,-0.04,-0.03,-0.03,-0.0
Justin Jackson,2024,0.0,0.0,-0.06,-0.05,-0.06,-0.06,-0.0
John Henson,2017,-0.49,-0.26,-0.27,-0.29,-0.55,-0.55,-0.0
Darrun Hilliard,2018,0.0,0.0,0.37,0.43,0.42,0.42,-0.0
Zhou Qi,2019,0.0,0.0,-0.01,-0.0,-0.01,-0.0,-0.0
BJ Johnson,2020,0.0,0.0,-0.3,-0.32,-0.23,-0.23,-0.0
Jaylen Nowell,2024,0.57,0.28,-0.26,-0.02,0.36,0.36,-0.0
Xavier Moon,2022,0.0,0.0,0.21,0.27,0.32,0.32,-0.0
Billy Garrett,2019,0.0,0.0,-0.16,-0.16,-0.13,-0.13,-0.0
Quinndary Weatherspoon,2022,0.0,0.0,0.36,0.47,0.43,0.44,-0.0
Markus Howard,2022,0.0,0.0,0.35,0.46,0.46,0.46,-0.0
Josh McRoberts,2018,0.0,0.0,-0.02,-0.01,-0.02,-0.01,-0.01
Jarnell Stokes,2017,0.0,0.0,0.02,0.03,0.02,0.03,-0.01
Jeremiah Robinson-Earl,2023,-0.01,0.04,0.67,0.6,0.78,0.78,-0.01
Iman Shumpert,2021,0.0,0.0,-0.11,-0.1,-0.1,-0.09,-0.01
Daniel Theis,2024,-0.54,-0.09,0.48,0.44,0.26,0.27,-0.01
Jamorko Pickett,2022,0.0,0.0,0.06,0.1,0.14,0.15,-0.01
Dean Wade,2020,0.0,0.0,0.12,0.21,0.19,0.2,-0.01
Keegan Murray,2023,1.96,1.75,1.11,1.48,2.5,2.51,-0.01
JaVale McGee,2021,-0.24,-0.65,-1.21,-0.61,-1.2,-1.19,-0.01
Rondae Hollis-Jefferson,2018,0.39,0.21,0.19,0.89,0.62,0.63,-0.01
Sindarius Thornwell,2019,-0.5,-0.32,-1.25,-1.22,-1.5,-1.49,-0.01
Usman Garuba,2023,2.22,-1.03,-1.71,0.99,0.24,0.25,-0.01
Alize Johnson,2019,0.0,0.0,0.29,0.37,0.36,0.37,-0.01
Scotty Hopson,2022,0.0,0.0,-0.12,-0.08,-0.1,-0.09,-0.02
Kaiser Gates,2024,0.0,0.0,-0.14,-0.12,-0.13,-0.12,-0.02
Dario Saric,2020,0.46,-0.15,0.03,0.76,0.42,0.44,-0.02
Ike Anigbogu,2019,0.0,0.0,-0.05,-0.02,-0.04,-0.02,-0.02
Jarell Eddie,2018,0.0,0.0,-0.04,-0.01,-0.03,-0.01,-0.02
Nickeil Alexander-Walker,2021,0.93,0.32,-0.78,0.01,0.17,0.19,-0.02
Juancho Hernangomez,2018,0.49,-0.0,-0.28,0.27,0.21,0.23,-0.02
Kyle Alexander,2020,0.0,0.0,-0.15,-0.12,-0.14,-0.12,-0.02
Shamorie Ponds,2020,0.0,0.0,0.13,0.15,0.13,0.16,-0.02
Landry Shamet,2024,0.42,0.21,0.25,0.74,0.9,0.93,-0.02
Trey McKinney-Jones,2018,0.0,0.0,-0.0,0.02,-0.0,0.02,-0.02
Xavier Tillman,2024,0.02,0.73,-0.79,-1.13,-0.48,-0.46,-0.02
Bryn Forbes,2018,0.38,1.44,0.64,-0.0,1.08,1.1,-0.02
Robin Lopez,2019,-0.97,0.08,-0.0,-0.13,-0.45,-0.43,-0.02
Obi Toppin,2023,0.74,0.18,-0.21,0.05,0.57,0.6,-0.02
Josh Reaves,2020,0.0,0.0,-0.15,-0.11,-0.11,-0.09,-0.02
Jaime Echenique,2022,0.0,0.0,-0.08,-0.06,-0.08,-0.05,-0.03
Damion Lee,2022,0.49,0.19,-0.25,0.21,0.46,0.48,-0.03
Kevon Harris,2024,0.0,0.0,0.11,0.14,0.12,0.15,-0.03
Ryan Arcidiacono,2024,0.0,0.0,-0.56,-0.53,-0.49,-0.47,-0.03
Jordan Farmar,2017,0.0,0.0,0.12,0.16,0.14,0.17,-0.03
Javonte Smart,2024,0.0,0.0,-0.03,0.0,-0.03,0.0,-0.03
Jaden Springer,2023,0.0,0.0,-0.09,-0.01,-0.02,0.01,-0.03
C.J. Wilcox,2017,0.0,0.0,-0.18,-0.11,-0.12,-0.09,-0.03
Thomas Bryant,2019,0.44,-0.79,0.09,0.88,0.3,0.33,-0.03
Dillon Brooks,2018,-0.45,0.59,-0.87,-0.72,-0.59,-0.56,-0.03
Jeremy Lin,2018,0.0,0.0,0.12,0.18,0.14,0.17,-0.03
Paul Watson,2021,0.0,0.0,0.24,0.37,0.37,0.4,-0.03
Pete Nance,2024,0.0,0.0,-0.19,-0.17,-0.19,-0.15,-0.03
Tacko Fall,2022,0.0,0.0,-0.18,-0.08,-0.12,-0.09,-0.04
Hamidou Diallo,2020,-0.59,-0.06,-1.09,-1.14,-1.1,-1.06,-0.04
Tyson Chandler,2020,0.0,0.0,-0.35,-0.34,-0.38,-0.35,-0.04
Scottie Lewis,2022,0.0,0.0,-0.03,0.01,-0.02,0.02,-0.04
Mfiondu Kabengele,2020,0.0,0.0,-0.02,0.1,0.07,0.11,-0.04
Mac McClung,2022,0.0,0.0,0.12,0.15,0.12,0.16,-0.04
Joshua Primo,2024,0.0,0.0,-0.08,-0.03,-0.05,-0.01,-0.04
Anthony Tolliver,2020,0.23,-0.71,-0.16,0.79,0.25,0.29,-0.04
Gary Clark,2020,1.18,0.26,-0.81,0.39,0.41,0.45,-0.04
Jack White,2023,0.0,0.0,-0.23,-0.13,-0.14,-0.1,-0.04
Theo Pinson,2019,0.0,0.0,-1.17,-1.03,-1.07,-1.03,-0.04
Vincent Edwards,2019,0.0,0.0,-0.02,0.05,0.0,0.05,-0.04
Malik Beasley,2019,1.11,1.44,0.9,0.65,1.71,1.75,-0.04
Zavier Simpson,2024,0.0,0.0,-0.7,-0.62,-0.54,-0.5,-0.04
Dexter Dennis,2024,0.0,0.0,-0.3,-0.21,-0.26,-0.21,-0.04
Danny Green,2024,0.0,0.0,0.0,0.02,-0.01,0.04,-0.04
Skylar Mays,2024,1.11,-0.37,-0.99,0.59,0.36,0.4,-0.04
Tony Bradley,2018,0.0,0.0,-0.03,-0.01,-0.02,0.03,-0.04
Sterling Brown,2023,0.0,0.0,-0.12,-0.04,-0.1,-0.06,-0.05
